Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band	Gene name
20	50081124	50115959	q13.13	UBE2V1
20	50081124	50153637	q13.13	TMEM189-UBE2V1
20	50118254	50153734	q13.13	TMEM189
20	50190734	50192689	q13.13	CEBPB
20	50510321	50585241	q13.13	PTPN1
20	50586108	50691528	q13.13	RIPOR3
20	50731544	50756795	q13.13	PARD6B
20	50794894	50882676	q13.13	BCAS4
20	50888919	50931240	q13.13	ADNP
20	50934867	50958555	q13.13	DPM1
20	50958826	50963931	q13.13	MOCS3
20	51003656	51023129	q13.13	KCNG1
20	51386957	51562831	q13.2	NFATC2
20	51596514	51768634	q13.2	ATP9A
20	51782331	51802520	q13.2	SALL4
20	52051663	52204308	q13.2	ZFP64
20	52972407	53495330	q13.2	TSHZ2
20	53567065	53609907	q13.2	ZNF217
20	53936777	54070594	q13.2	BCAS1
20	54153449	54173973	q13.2	CYP24A1
20	54207847	54228052	q13.2	PFDN4
20	54475597	54651171	q13.2	DOK5
20	55997440	56005472	q13.2	CBLN4
20	56248732	56249815	q13.2	MC3R
20	56358915	56368663	q13.2	FAM210B
20	56369389	56392337	q13.2	AURKA
20	56392371	56406369	q13.2	CSTF1
20	56412112	56460387	q13.31	CASS4
20	56468585	56519449	q13.31	RTFDC1
20	56517187	56526142	q13.31	FAM209A
20	56533246	56536520	q13.31	FAM209B
20	56629302	56639283	q13.31	TFAP2C
20	57168748	57266629	q13.31	BMP7
20	57329759	57343994	q13.31	SPO11
20	57351010	57379211	q13.31	RAE1
20	57358442	57359980	q13.31	MTRNR2L3
20	57391407	57409333	q13.31	RBM38
20	57495966	57525652	q13.31	CTCFL
20	57561080	57568112	q13.31	PCK1
20	57603846	57620576	q13.31	ZBP1
20	57648392	57711536	q13.31	PMEPA1
20	58150904	58161150	q13.32	C20orf85
20	58218495	58228653	q13.32	ANKRD60
20	58309696	58367507	q13.32	RAB22A
20	58389122	58451101	q13.32	VAPB
20	58459101	58515131	q13.32	APCDD1L
20	58651253	58679526	q13.32	STX16
20	58689131	58719238	q13.32	NPEPL1
20	58839718	58911192	q13.32	GNAS
20	58981208	58995133	q13.32	NELFCD
20	58995185	59007247	q13.32	CTSZ
20	59019254	59026654	q13.32	TUBB1
20	59025467	59032382	q13.32	ATP5E
20	59033145	59042909	q13.32	PRELID3B
20	59123381	59259113	q13.32	ZNF831
20	59300427	59325992	q13.32	EDN3
20	59577509	59847711	q13.32	PHACTR3
20	59863563	59933655	q13.33	SYCP2
20	59933764	59948680	q13.33	FAM217B
20	59936668	59940297	q13.33	PPP1R3D
20	59958427	60034011	q13.33	CDH26
20	61252426	61940617	q13.33	CDH4
20	61953469	62065810	q13.33	TAF4
20	62122461	62135378	q13.33	LSM14B
20	62136735	62143440	q13.33	PSMA7
20	62143795	62182484	q13.33	SS18L1
20	62183029	62203568	q13.33	MTG2
20	62214970	62220267	q13.33	HRH3
20	62231922	62296213	q13.33	OSBPL2
20	62302093	62308862	q13.33	ADRM1
20	62307955	62367312	q13.33	LAMA5
20	62387116	62388520	q13.33	RPS21
20	62388632	62407285	q13.33	CABLES2
20	62410237	62427533	q13.33	RBBP8NL
20	62463497	62475970	q13.33	GATA5
20	62642445	62685785	q13.33	SLCO4A1
20	62708837	62762771	q13.33	NTSR1
20	62796453	62801738	q13.33	MRGBP
20	62804835	62814000	q13.33	OGFR
20	62816244	62841159	q13.33	COL9A3
20	62841115	62861763	q13.33	TCFL5
20	62877738	62937952	q13.33	DIDO1
20	62938119	62948475	q13.33	GID8
20	62952647	62969585	q13.33	SLC17A9
20	63005927	63007035	q13.33	BHLHE23
20	63195429	63216234	q13.33	YTHDF1
20	63235883	63240507	q13.33	BIRC7
20	63240784	63272694	q13.33	NKAIN4
20	63272785	63289793	q13.33	ARFGAP1
20	63293186	63334851	q13.33	COL20A1
20	63343223	63378401	q13.33	CHRNA4
20	63400210	63472677	q13.33	KCNQ2
20	63488013	63499315	q13.33	EEF1A2
20	63520724	63522206	q13.33	PPDPF
20	63528001	63537370	q13.33	PTK6
20	63540810	63547504	q13.33	SRMS
20	63547891	63556708	q13.33	FNDC11
20	63558086	63574239	q13.33	HELZ2
20	63587602	63627041	q13.33	GMEB2
20	63639705	63657682	q13.33	STMN3
20	63657810	63696253	q13.33	RTEL1
20	63696668	63698684	q13.33	TNFRSF6B
20	63698642	63708025	q13.33	ARFRP1
20	63707465	63736142	q13.33	ZGPAT
20	63736283	63739103	q13.33	LIME1
20	63739861	63743505	q13.33	SLC2A4RG
20	63743666	63831244	q13.33	ZBTB46
20	63861498	63862988	q13.33	ABHD16B
20	63865228	63891545	q13.33	TPD52L2
20	63895182	63936031	q13.33	DNAJC5
20	63939829	63956415	q13.33	UCKL1
20	63956702	63969865	q13.33	ZNF512B
20	63974113	63980008	q13.33	SAMD10
20	63981135	64033100	q13.33	PRPF6
20	64047582	64049641	q13.33	SOX18
20	64049836	64072347	q13.33	TCEA2
20	64073181	64079988	q13.33	RGS19
20	64080173	64100643	q13.33	OPRL1
20	64083380	64084359	q13.33	LKAAEAR1
20	64105820	64107171	q13.33	NPBWR2
20	64151791	64242253	q13.33	MYT1
20	64255695	64287821	q13.33	PCMTD2
21	6111134	6123739	p12	CU639417.2
21	6444869	6468040	p12	CBSL
21	6484623	6499261	p12	U2AF1L5
21	6560714	6564489	p12	FP236240.1
21	7744962	7777853	p11.2	SMIM11B
21	7816675	7829926	p11.2	KCNE1B
21	10521553	10606140	p11.2	TPTE
21	13609858	13641585	q11.2	POTED
21	14108813	14210891	q11.2	LIPI
21	14216130	14228372	q11.2	RBM11
21	14371115	14383484	q11.2	HSPA13
21	14485228	14583402	q11.2	SAMSN1
21	14961235	15065936	q21.1	NRIP1
21	15730025	15880069	q21.1	USP25
21	17512382	17593579	q21.1	CXADR
21	17593653	17612947	q21.1	BTG3
21	17788967	17819386	q21.1	C21orf91
21	17901263	18267373	q21.1	CHODL
21	18269116	18485879	q21.1	TMPRSS15
21	20998315	21543329	q21.1	NCAM2
21	25585656	25607517	q21.3	MRPL39
21	25639272	25717562	q21.3	JAM2
21	25716503	25735673	q21.3	ATP5J
21	25734570	25772460	q21.3	GABPA
21	25880550	26171128	q21.3	APP
21	26835747	26845409	q21.3	ADAMTS1
21	26917912	26966513	q21.3	ADAMTS5
21	28872191	28885371	q21.3	N6AMT1
21	28928144	28992956	q21.3	LTN1
21	29004384	29019378	q21.3	RWDD2B
21	29024629	29054488	q21.3	USP16
21	29055805	29073797	q21.3	CCT8
21	29077471	29175889	q21.3	MAP3K7CL
21	29194071	29630751	q21.3	BACH1
21	29536933	29940033	q21.3	GRIK1
21	30165564	30166756	q21.3	CLDN17
21	30214006	30216073	q22.11	CLDN8
21	30281309	30282958	q22.11	KRTAP24-1
21	30289145	30289514	q22.11	KRTAP25-1
21	30319124	30320316	q22.11	KRTAP26-1
21	30337013	30337694	q22.11	KRTAP27-1
21	30348399	30348609	q22.11	KRTAP23-1
21	30371391	30372257	q22.11	KRTAP13-2
21	30396074	30396822	q22.11	KRTAP13-1
21	30425265	30425968	q22.11	KRTAP13-3
21	30430230	30431026	q22.11	KRTAP13-4
21	30440275	30440945	q22.11	KRTAP15-1
21	30479699	30480344	q22.11	KRTAP19-1
21	30487057	30487436	q22.11	KRTAP19-2
21	30491464	30491985	q22.11	KRTAP19-3
21	30496824	30497133	q22.11	KRTAP19-4
21	30501657	30502117	q22.11	KRTAP19-5
21	30541535	30541864	q22.11	KRTAP19-6
21	30560875	30561314	q22.11	KRTAP19-7
21	30590105	30590397	q22.11	KRTAP22-2
21	30592440	30593075	q22.11	KRTAP6-3
21	30598590	30598902	q22.11	KRTAP6-2
21	30601087	30601382	q22.11	KRTAP22-1
21	30613431	30613930	q22.11	KRTAP6-1
21	30616425	30616699	q22.11	KRTAP20-1
21	30635236	30635619	q22.11	KRTAP20-2
21	30642864	30643136	q22.11	KRTAP20-3
21	30718525	30718777	q22.11	KRTAP21-3
21	30746794	30747233	q22.11	KRTAP21-2
21	30754830	30755428	q22.11	KRTAP21-1
21	30812697	30813252	q22.11	KRTAP8-1
21	30829039	30829759	q22.11	KRTAP7-1
21	30880644	30881555	q22.11	KRTAP11-1
21	31038159	31038476	q22.11	KRTAP19-8
21	31118416	31559977	q22.11	TIAM1
21	31659622	31668931	q22.11	SOD1
21	31671033	31732075	q22.11	SCAF4
21	31873315	32044633	q22.11	HUNK
21	32268219	32279069	q22.11	MIS18A
21	32291813	32314784	q22.11	MRAP
21	32311018	32393026	q22.11	URB1
21	32412006	32515397	q22.11	EVA1C
21	32574841	32587373	q22.11	TCP10L
21	32592079	32612866	q22.11	C21orf59
21	32628759	32728048	q22.11	SYNJ1
21	32733899	32771858	q22.11	PAXBP1
21	32793564	32813743	q22.11	C21orf62
21	33025845	33029196	q22.11	OLIG2
21	33070144	33072420	q22.11	OLIG1
21	33229901	33265675	q22.11	IFNAR2
21	33266358	33310187	q22.11	IL10RB
21	33324477	33359862	q22.11	IFNAR1
21	33402896	33479348	q22.11	IFNGR2
21	33432485	33480011	q22.11	TMEM50B
21	33485530	33491720	q22.11	DNAJC28
21	33503931	33543491	q22.11	GART
21	33542618	33577481	q22.11	SON
21	33559542	33588708	q22.11	DONSON
21	33589341	33643926	q22.11	CRYZL1
21	33642400	33899861	q22.11	ITSN1
21	33903453	33915980	q22.11	ATP5O
21	34073224	34143034	q22.11	MRPS6
21	34073570	34106262	q22.11	SLC5A3
21	34364024	34371389	q22.11	KCNE2
21	34375480	34407866	q22.11	SMIM11A
21	34400317	34401072	q22.12	C21orf140
21	34446688	34512275	q22.12	KCNE1
21	34513142	34615142	q22.12	RCAN1
21	34669389	34718227	q22.12	CLIC6
21	34787801	36004667	q22.12	RUNX1
21	36034541	36079389	q22.12	SETD4
21	36069941	36073166	q22.12	CBR1
21	36134912	36146566	q22.12	CBR3
21	36156782	36294274	q22.12	DOPEY2
21	36320189	36386148	q22.12	MORC3
21	36385378	36419015	q22.12	CHAF1B
21	36460621	36576569	q22.13	CLDN14
21	36699133	36749917	q22.13	SIM2
21	36750888	36990236	q22.13	HLCS
21	37006150	37019659	q22.13	RIPPLY3
21	37059170	37073170	q22.13	PIGP
21	37073226	37203112	q22.13	TTC3
21	37223420	37267919	q22.13	DSCR3
21	37365790	37517450	q22.13	DYRK1A
21	37607376	37916446	q22.13	KCNJ6
21	37951425	38121360	q22.13	DSCR4
21	38157034	38307357	q22.13	KCNJ15
21	38380027	38661780	q22.2	ERG
21	38805307	38824955	q22.2	ETS2
21	39174769	39183851	q22.2	PSMG1
21	39184176	39321559	q22.2	BRWD1
21	39342315	39349647	q22.2	HMGN1
21	39380244	39428528	q22.2	WRB
21	39405844	39445805	q22.2	LCA5L
21	39445855	39515506	q22.2	SH3BGR
21	39556442	39673137	q22.2	B3GALT5
21	39745407	39802096	q22.2	IGSF5
21	39867317	39929397	q22.2	PCP4
21	40010999	40847139	q22.2	DSCAM
21	41167801	41282518	q22.2	BACE2
21	41304212	41357431	q22.3	FAM3B
21	41361943	41409390	q22.3	MX2
21	41420304	41459214	q22.3	MX1
21	41464551	41531116	q22.3	TMPRSS2
21	41739369	41767106	q22.3	RIPK4
21	41798225	41879482	q22.3	PRDM15
21	41885112	41953890	q22.3	C2CD2
21	41986831	42010387	q22.3	ZBTB21
21	42062959	42143453	q22.3	UMODL1
21	42199689	42297244	q22.3	ABCG1
21	42311667	42315651	q22.3	TFF3
21	42346357	42351128	q22.3	TFF2
21	42362282	42366594	q22.3	TFF1
21	42371890	42396846	q22.3	TMPRSS3
21	42403447	42447681	q22.3	UBASH3A
21	42472486	42496354	q22.3	RSPH1
21	42496008	42581440	q22.3	SLC37A1
21	42653636	42775509	q22.3	PDE9A
21	42843094	42879568	q22.3	WDR4
21	42879644	42913304	q22.3	NDUFV3
21	42974510	43033931	q22.3	PKNOX1
21	43053191	43076943	q22.3	CBS
21	43092956	43107587	q22.3	U2AF1
21	43169008	43172805	q22.3	CRYAA
21	43414515	43427128	q22.3	SIK1
21	43529192	43659493	q22.3	HSF2BP
21	43659548	43696079	q22.3	RRP1B
21	43719094	43762307	q22.3	PDXK
21	43772511	43776445	q22.3	CSTB
21	43789513	43805293	q22.3	RRP1
21	43865186	43986536	q22.3	AGPAT3
21	44012319	44106552	q22.3	TRAPPC10
21	44107290	44131181	q22.3	PWP2
21	44133605	44145723	q22.3	C21orf33
21	44222991	44240966	q22.3	ICOSLG
21	44246339	44262216	q22.3	DNMT3L
21	44285838	44298648	q22.3	AIRE
21	44300051	44327376	q22.3	PFKL
21	44328944	44339402	q22.3	C21orf2
21	44350163	44443081	q22.3	TRPM2
21	44455486	44462196	q22.3	LRRC3
21	44497892	44711580	q22.3	TSPEAR
21	44538981	44540195	q22.3	KRTAP10-1
21	44550357	44551505	q22.3	KRTAP10-2
21	44557790	44558760	q22.3	KRTAP10-3
21	44573724	44638284	q22.3	KRTAP10-4
21	44579455	44580604	q22.3	KRTAP10-5
21	44591268	44592505	q22.3	KRTAP10-6
21	44600597	44602174	q22.3	KRTAP10-7
21	44612079	44612954	q22.3	KRTAP10-8
21	44627123	44628293	q22.3	KRTAP10-9
21	44637356	44638455	q22.3	KRTAP10-10
21	44646414	44647650	q22.3	KRTAP10-11
21	44654213	44654659	q22.3	KRTAP12-4
21	44657932	44658341	q22.3	KRTAP12-3
21	44666189	44666927	q22.3	KRTAP12-2
21	44681576	44682163	q22.3	KRTAP12-1
21	44697172	44698044	q22.3	KRTAP10-12
21	44768580	44802019	q22.3	UBE2G2
21	44805617	44818779	q22.3	SUMO3
21	44849585	44873903	q22.3	PTTG1IP
21	44885953	44931989	q22.3	ITGB2
21	44940010	44976989	q22.3	FAM207A
21	45073853	45226560	q22.3	ADARB1
21	45263928	45287898	q22.3	POFUT2
21	45405137	45513720	q22.3	COL18A1
21	45493572	45544411	q22.3	SLC19A1
21	45643694	45942454	q22.3	PCBP3
21	45981737	46005050	q22.3	COL6A1
21	46098097	46132849	q22.3	COL6A2
21	46136262	46155567	q22.3	FTCD
21	46161148	46184476	q22.3	SPATC1L
21	46188141	46228824	q22.3	LSS
21	46235126	46286297	q22.3	MCM3AP
21	46286337	46297751	q22.3	YBEY
21	46300181	46323875	q22.3	C21orf58
21	46324122	46445769	q22.3	PCNT
21	46458899	46569852	q22.3	DIP2A
21	46598962	46605208	q22.3	S100B
21	46635167	46665124	q22.3	PRMT2
22	15528158	15529139	q11.1	OR11H1
22	15690026	15721631	q11.1	POTEH
22	16590751	16592810	q11.1	CCT8L2
22	16783412	16821699	q11.1	XKR3
22	16961936	17008222	q11.1	GAB4
22	17084954	17115694	q11.1	IL17RA
22	17116299	17121367	q11.1	TMEM121B
22	17137511	17165287	q11.1	HDHD5
22	17178790	17221989	q11.1	ADA2
22	17359949	17558149	q11.1	CECR2
22	17563439	17590994	q11.21	SLC25A18
22	17592136	17628818	q11.21	ATP6V1E1
22	17628855	17730855	q11.21	BCL2L13
22	17734138	17774770	q11.21	BID
22	17787649	18024559	q11.21	MICAL3
22	18077920	18131138	q11.21	PEX26
22	18110331	18146554	q11.21	TUBA8
22	18149899	18177397	q11.21	USP18
22	18527802	18530573	q11.21	TMEM191B
22	18605815	18611919	q11.21	RIMBP3
22	18906028	18914238	q11.21	DGCR6
22	18912777	18936553	q11.21	PRODH
22	19036282	19122454	q11.21	DGCR2
22	19130279	19144684	q11.21	ESS2
22	19130808	19132623	q11.21	TSSK2
22	19148576	19150283	q11.21	GSC2
22	19175575	19178830	q11.21	SLC25A1
22	19179473	19291716	q11.21	CLTCL1
22	19330698	19447450	q11.21	HIRA
22	19351368	19448232	q11.21	C22orf39
22	19431902	19436075	q11.21	MRPL40
22	19449910	19479215	q11.21	UFD1
22	19479459	19520612	q11.21	CDC45
22	19523024	19527545	q11.21	CLDN5
22	19714464	19724772	q11.21	SEPT5
22	19722945	19724771	q11.21	GP1BB
22	19756703	19783593	q11.21	TBX1
22	19783224	19854939	q11.21	GNB1L
22	19846138	19854896	q11.21	RTL10
22	19875517	19941992	q11.21	TXNRD2
22	19941607	19969975	q11.21	COMT
22	19969896	20016808	q11.21	ARVCF
22	20017014	20065926	q11.21	TANGO2
22	20080232	20111877	q11.21	DGCR8
22	20111866	20117392	q11.21	TRMT2A
22	20115938	20127357	q11.21	RANBP1
22	20129456	20148007	q11.21	ZDHHC8
22	20241415	20283246	q11.21	RTN4R
22	20314276	20320080	q11.21	DGCR6L
22	20394115	20408461	q11.21	ZNF74
22	20424815	20437826	q11.21	SCARF2
22	20441519	20495883	q11.21	KLHL22
22	20495913	20587632	q11.21	MED15
22	20707691	20859417	q11.21	PI4KA
22	20773879	20787720	q11.21	SERPIND1
22	20858983	20891218	q11.21	SNAP29
22	20917426	20953749	q11.21	CRKL
22	20965108	20981360	q11.21	AIFM3
22	20979462	20999038	q11.21	LZTR1
22	20999104	21002196	q11.21	THAP7
22	21009808	21028830	q11.21	P2RX6
22	21028718	21032840	q11.21	SLC7A4
22	21045960	21064168	q11.21	LRRC74B
22	21383374	21389478	q11.21	RIMBP3B
22	21417404	21451463	q11.21	HIC2
22	21466423	21471269	q11.21	TMEM191C
22	21545357	21551461	q11.21	RIMBP3C
22	21549447	21624034	q11.21	UBE2L3
22	21628089	21630064	q11.21	YDJC
22	21632716	21637327	q11.21	CCDC116
22	21642261	21644298	q11.21	SDF2L1
22	21666009	21700015	q11.21	PPIL2
22	21697544	21735834	q11.22	YPEL1
22	21754500	21867680	q11.22	MAPK1
22	21919420	21952837	q11.22	PPM1F
22	21957025	21982816	q11.22	TOP3B
22	22244675	22245515	q11.22	VPREB1
22	22484421	22509154	q11.22	ZNF280B
22	22513736	22520270	q11.22	ZNF280A
22	22547701	22559361	q11.22	PRAME
22	22644475	22647903	q11.22	GGTLC2
22	22887780	22896107	q11.22	IGLL5
22	23059415	23145021	q11.23	RSPH14
22	23070361	23125037	q11.22	GNAZ
22	23145326	23164350	q11.23	RAB36
22	23179704	23318037	q11.23	BCR
22	23573125	23580308	q11.23	IGLL1
22	23608452	23632321	q11.23	DRICH1
22	23688136	23699176	q11.23	RGL4
22	23738678	23751092	q11.23	ZNF70
22	23752743	23754468	q11.23	VPREB3
22	23763021	23765861	q11.23	C22orf15
22	23765834	23768443	q11.23	CHCHD10
22	23768226	23784316	q11.23	MMP11
22	23786963	23834516	q11.23	SMARCB1
22	23834503	23839128	q11.23	DERL3
22	23856703	23886309	q11.23	SLC2A11
22	23894004	23895227	q11.23	MIF
22	23957414	23961186	q11.23	GSTT2B
22	23966901	23972532	q11.23	DDTL
22	23971365	23980469	q11.23	DDT
22	24011192	24178628	q11.23	CABIN1
22	24181259	24189110	q11.23	SUSD2
22	24219654	24245142	q11.23	GGT5
22	24270817	24417740	q11.23	SPECC1L
22	24417879	24442360	q11.23	ADORA2A
22	24494107	24528390	q11.23	UPB1
22	24540423	24555935	q11.23	GUCD1
22	24555503	24609980	q11.23	SNRPD3
22	24583750	24629005	q11.23	GGT1
22	24585620	24593208	q11.23	LRRC75B
22	24719034	24774720	q11.23	PIWIL3
22	24806169	24927578	q11.23	SGSM1
22	24934954	24946695	q11.23	TMEM211
22	24952730	25197448	q11.23	KIAA1671
22	25199850	25207363	q11.23	CRYBB3
22	25219522	25231869	q11.23	CRYBB2
22	25351418	25405377	q11.23	LRP5L
22	25564849	25729294	q12.1	GRK3
22	25742144	26031041	q12.1	MYO18B
22	26169474	26383597	q12.1	SEZ6L
22	26429273	26445015	q12.1	ASPHD2
22	26443423	26483837	q12.1	HPS4
22	26483877	26494658	q12.1	SRRD
22	26491225	26512505	q12.1	TFIP11
22	26521983	26596717	q12.1	TPST2
22	26599278	26618088	q12.1	CRYBB1
22	26621964	26630672	q12.1	CRYBA4
22	27748277	27801498	q12.1	MN1
22	27851669	27920134	q12.1	PITPNB
22	27978014	28679865	q12.1	TTC28
22	28687743	28742422	q12.1	CHEK2
22	28742031	28757515	q12.1	HSCB
22	28772674	28789301	q12.1	CCDC117
22	28794555	28800597	q12.1	XBP1
22	28883592	29057487	q12.1	ZNRF3
22	29058672	29061844	q12.1	C22orf31
22	29073078	29168333	q12.1	KREMEN1
22	29205851	29259597	q12.2	EMID1
22	29259852	29268209	q12.2	RHBDD3
22	29268009	29300525	q12.2	EWSR1
22	29306582	29312785	q12.2	GAS2L1
22	29312933	29319679	q12.2	RASL10A
22	29327680	29423179	q12.2	AP1B1
22	29438583	29442455	q12.2	RFPL1
22	29480230	29491390	q12.2	NEFH
22	29505879	29555216	q12.2	THOC5
22	29554808	29581337	q12.2	NIPSNAP1
22	29603556	29698598	q12.2	NF2
22	29720084	29731839	q12.2	CABP7
22	29730956	29767011	q12.2	ZMAT5
22	29767369	29770413	q12.2	UQCR10
22	29788608	29838304	q12.2	ASCC2
22	29883155	30030866	q12.2	MTMR3
22	30080174	30177075	q12.2	HORMAD2
22	30240447	30246851	q12.2	LIF
22	30262829	30266840	q12.2	OSM
22	30285117	30289627	q12.2	CASTOR1
22	30291990	30327046	q12.2	TBC1D10A
22	30331988	30356947	q12.2	SF3A1
22	30356635	30378658	q12.2	CCDC157
22	30368811	30421771	q12.2	RNF215
22	30396857	30425317	q12.2	SEC14L2
22	30425530	30429053	q12.2	MTFP1
22	30447959	30472049	q12.2	SEC14L3
22	30488913	30505711	q12.2	SEC14L4
22	30522799	30546682	q12.2	SEC14L6
22	30554635	30574587	q12.2	GAL3ST1
22	30576625	30607083	q12.2	PES1
22	30606838	30627278	q12.2	TCN2
22	30635652	30669016	q12.2	SLC35E4
22	30652051	30667890	q12.2	DUSP18
22	30693782	30907824	q12.2	OSBP2
22	30925130	30968298	q12.2	MORC2
22	31064105	31104757	q12.2	SMTN
22	31104772	31120069	q12.2	SELENOM
22	31122731	31134696	q12.2	INPP5J
22	31134809	31140607	q12.2	PLA2G3
22	31160183	31207019	q12.2	RNF185
22	31212239	31280080	q12.2	LIMK2
22	31281593	31292534	q12.2	PIK3IP1
22	31325804	31346232	q12.2	PATZ1
22	31399523	31530634	q12.2	DRG1
22	31436977	31496108	q12.2	EIF4ENIF1
22	31488688	31618586	q12.2	SFI1
22	31618491	31662432	q12.2	PISD
22	31676256	31750140	q12.2	PRR14L
22	31753951	31907034	q12.2	DEPDC5
22	31944461	31957603	q12.3	YWHAH
22	32043032	32113029	q12.3	SLC5A1
22	32149006	32159322	q12.3	C22orf42
22	32190435	32203477	q12.3	RFPL2
22	32218476	32255341	q12.3	SLC5A4
22	32354885	32361161	q12.3	RFPL3
22	32387582	32412255	q12.3	RTCB
22	32413847	32464484	q12.3	BPIFC
22	32474676	32498829	q12.3	FBXO7
22	32512552	33058372	q12.3	SYN3
22	32801701	32863043	q12.3	TIMP3
22	33162226	33922841	q12.3	LARGE1
22	35066136	35087387	q12.3	ISX
22	35257452	35295807	q12.3	HMGXB4
22	35299275	35347994	q12.3	TOM1
22	35380361	35394214	q12.3	HMOX1
22	35400063	35425430	q12.3	MCM5
22	35540868	35554001	q12.3	RASD2
22	35606764	35637951	q12.3	MB
22	35648395	35668409	q12.3	APOL6
22	35717872	35729483	q12.3	APOL5
22	35738736	36028425	q12.3	RBFOX2
22	36140330	36166177	q12.3	APOL3
22	36189124	36204840	q12.3	APOL4
22	36226203	36239954	q12.3	APOL2
22	36253010	36267530	q12.3	APOL1
22	36281281	36388018	q12.3	MYH9
22	36467036	36482030	q12.3	TXN2
22	36487190	36507101	q12.3	FOXRED2
22	36510850	36529436	q12.3	EIF3D
22	36563921	36703558	q12.3	CACNG2
22	36758202	36776256	q12.3	IFT27
22	36800684	36819479	q12.3	PVALB
22	36860988	36878015	q12.3	NCF4
22	36913628	36940449	q12.3	CSF2RB
22	36991120	37007841	q12.3	TEX33
22	37010859	37020183	q12.3	TST
22	37019635	37029822	q12.3	MPST
22	37051736	37063390	q12.3	KCTD17
22	37065436	37109563	q12.3	TMPRSS6
22	37125838	37175054	q12.3	IL2RB
22	37180167	37199385	q12.3	C1QTNF6
22	37204238	37212322	q13.1	SSTR3
22	37225261	37244448	q13.1	RAC2
22	37282027	37315345	q13.1	CYTH4
22	37367960	37427470	q13.1	ELFN2
22	37469063	37486401	q13.1	MFNG
22	37490362	37519542	q13.1	CARD10
22	37560447	37569405	q13.1	CDC42EP1
22	37570246	37582616	q13.1	LGALS2
22	37608475	37633564	q13.1	GGA1
22	37634654	37666932	q13.1	SH3BP1
22	37658727	37666934	q13.1	PDXP
22	37675608	37679806	q13.1	LGALS1
22	37681673	37693478	q13.1	NOL12
22	37697004	37776556	q13.1	TRIOBP
22	37805093	37807436	q13.1	H1F0
22	37807905	37817176	q13.1	GCAT
22	37823382	37825495	q13.1	GALR3
22	37830855	37849327	q13.1	ANKRD54
22	37848868	37889407	q13.1	EIF3L
22	37905657	37942822	q13.1	MICALL1
22	37943050	37953669	q13.1	C22orf23
22	37952607	38041915	q13.1	POLR2F
22	37970686	37987422	q13.1	SOX10
22	38056311	38075701	q13.1	PICK1
22	38078134	38084093	q13.1	SLC16A8
22	38084889	38110670	q13.1	BAIAP2L2
22	38111495	38205690	q13.1	PLA2G6
22	38200767	38216511	q13.1	MAFF
22	38219291	38273034	q13.1	TMEM184B
22	38290691	38318084	q13.1	CSNK1E
22	38291918	38398522	q13.1	Z98749.3
22	38426327	38455199	q13.1	KCNJ4
22	38468062	38483447	q13.1	KDELR3
22	38483440	38507660	q13.1	DDX17
22	38518949	38570286	q13.1	DMC1
22	38656636	38673854	q13.1	CBY1
22	38681948	38685421	q13.1	TOMM22
22	38685543	38701556	q13.1	JOSD1
22	38705723	38738299	q13.1	GTPBP1
22	38734725	38794143	q13.1	SUN2
22	38778508	38794198	q13.1	DNAL4
22	38818452	38843982	q13.1	NPTXR
22	38861450	38872314	q13.1	CBX6
22	38952741	38992778	q13.1	APOBEC3A
22	38982347	38992804	q13.1	APOBEC3B
